Game,Team,Stat,Data
370404124,CHC,E," Báez 2 (2, catch, throw)"
400905614,CHC,E," Báez 2 (2, fielding, throw)"
370404129,ARI,E," Drury (1, ground ball); Owings (1, ground ball)"
370404111,LAA,E," Espinosa (1, throw)"
370404111,OAK,DP," 2 (Semien-Lowrie-Alonso, Plouffe-Lowrie-Alonso)"
370404119,SD,DP," 4 (Schimpf-Aybar-Myers, Solarte-Myers, Schimpf-Solarte-Myers, Aybar-Solarte-Myers)"
370404119,LAD,E," Grandal (1, throw)"
370404119,LAD,DP," 3 (Maeda-Turner, Forsythe-González, Turner-Forsythe-González)"
370405109,KC,DP, 1 (Hosmer)
370405109,MIN,DP," 2 (Castro-Escobar, Escobar-Dozier-Mauer)"
370405101,TOR,E," Donaldson (1, throw)"
370405101,TOR,Assists, Pillar (Castillo at 2nd base)
370405101,BAL,DP, 1 (Hardy-Schoop-Davis)
370405120,MIA,DP, 1 (Hechavarria-Gordon-Bour)
370405120,MIA,PB, Realmuto
370405120,WSH,DP, 1 (Turner-Zimmerman)
370405120,WSH,Assists, Eaton (Bour at 3rd base)
370405102,PIT,DP," 2 (Freese-Harrison-Bell, Mercer-Harrison-Bell)"
370405102,PIT,Assists, McCutchen (León at Home)
370405102,BOS,E," Sandoval (2, ground ball)"
370405102,BOS,DP, 1 (Pedroia-Bogaerts-Moreland)
370405121,ATL,DP, 1 (Phillips-Freeman)
370405121,NYM,E," Reyes (1, ground ball)"
370405121,NYM,DP, 2 (Walker-Cabrera-Duda 2)
370405130,NYY,PB, Sánchez
370405130,TB,DP," 2 (Beckham-Miller-Morrison, Longoria-Miller-Morrison)"
370405130,TB,PB, Norris
370405117,PHI,DP, 1 (Joseph-Galvis-Eickhoff)
370405113,CLE,E," Lindor (1, throw)"
370405113,CLE,DP, 1 (Lindor-Ramírez-Encarnación)
370405113,CLE,Assists, Jackson (Mazara at 2nd base)
370405113,TEX,E," Hamels (1, throw)"
370405113,TEX,Assists, Choo (Ramírez at 2nd base)
370405108,COL,DP," 2 (González-Wolters, Arenado-Story-Reynolds)"
370405108,COL,Assists, González (Arcia at Home)
370405108,MIL,DP, 1 (Villar-Arcia-Thames)
370405118,SEA,E," Segura (1, throw)"
370405118,SEA,DP," 2 (Seager-Canó-Valencia, Valencia-Seager-Valencia)"
370405129,SF,E," Belt (1, ground ball)"
370405129,SF,PB, Posey
370405111,OAK,DP," 2 (Alonso, Healy-Lowrie-Alonso)"
370405119,SD,E," Schimpf (1, throw); Myers (1, catch)"
370405119,SD,DP, 1 (Schimpf-Aybar-Myers)
370405119,LAD,DP, 1 (Turner-Forsythe-González)
370406117,PHI,E," Hernández (1, pop up)"
370406117,PHI,DP, 1 (Stassi-Galvis)
370406117,PHI,Assists, Nava (Cozart at 3rd base)
370406117,CIN,DP, 2 (Peraza-Cozart-Votto 2)
370406109,MIN,DP, 1 (Mauer-Polanco-Gibson)
370406108,COL,DP," 2 (LeMahieu-Story-Reynolds, Reynolds-Story-Reynolds)"
370406108,MIL,PB, Bandy
370406124,CHC,E," Zobrist (1, catch); Strop (1, catch)"
370406124,CHC,DP, 1 (Bryant-Zobrist-Rizzo)
370406124,STL,E," Grichuk (1, bobble)"
370406104,DET,E," Boyd (1, throw); Castellanos (1, ground ball)"
370406104,DET,PB, McCann
370406104,CHW,E," A. García (1, fly ball)"
370406104,CHW,DP, 2 (Frazier-Saladino-Abreu 2)
370406119,SD,PB, Torrens
370406111,LAA,E," Trout (1, bobble)"
370406111,OAK,E," Canha (1, bobble); R. Davis (1, catch)"
370406120,MIA,DP," 2 (Hechavarria-Gordon-Bour, Bour)"
370406120,WSH,DP," 4 (Rendon-Turner-Zimmerman, Turner-Murphy-Zimmerman 2, Murphy-Turner-Zimmerman)"
370406120,WSH,PB, Wieters
370406121,ATL,E," Swanson (1, throw)"
370406121,ATL,DP, 1 (Swanson-Phillips-Freeman)
370406121,NYM,DP, 1 (Harvey-Cabrera-Flores)
370406130,TOR,DP," 4 (Tulowitzki-Smoak, Barney-Tulowitzki-Smoak, Stroman-Tulowitzki-Smoak, Donaldson-Smoak)"
370406130,TB,E," Morrison (1, catch)"
370406130,TB,DP, 1 (Snell-Miller-Morrison)
370406118,SEA,E," Seager (2, ground ball)"
370406118,SEA,DP," 2 (Seager-Ruiz-Valencia, Haniger-Valencia)"
370406118,SEA,Assists, Haniger (Aoki at 1st base)
370406118,HOU,DP, 1 (Gurriel-Correa-Musgrove)
370406129,SF,DP, 1 (Núñez-Hill-Belt)
370406129,ARI,E," Descalso (1, ground ball)"
370406129,ARI,Assists, Herrmann (Crawford at 2nd base)
370406129,ARI,PB, Mathis
370407123,ATL,E," A. García (1, ground ball); Phillips (1, ground ball)"
370407123,PIT,E," Polanco (1, fly ball)"
370407123,PIT,DP," 2 (Mercer-Bell, Hudson-Harrison-Mercer-Jaso)"
370407106,BOS,DP," 3 (Pedroia-Hernández-Moreland, Hernández-Pedroia-Moreland 2)"
370407106,DET,E," Collins (1, fly ball)"
370407106,DET,DP, 1 (Kinsler-Iglesias-Cabrera)
370407122,PHI,DP," 3 (Galvis-Hernández-Joseph, Hernández-Galvis-Joseph, Franco-Hernández-Joseph)"
370407127,LAD,E," Hernández (1, ground ball); Ryu (1, throw)"
370407127,LAD,DP," 2 (Van Slyke-Grandal, Turner-Forsythe-Van Slyke)"
370407127,LAD,PB, Grandal
370407127,COL,DP, 1 (LeMahieu-Story-Reynolds)
370407125,SF,E," Crawford (1, throw); Núñez (1, ground ball)"
370407125,SF,DP, 1 (Crawford-Panik-Belt)
370407125,SD,DP," 2 (Aybar-Solarte-Myers, Solarte-Aybar-Myers)"
370407101,NYY,E," Headley 2 (2, throw 2)"
370407101,BAL,DP, 1 (Hardy-Schoop-Davis)
370407121,MIA,DP, 1 (Hechavarria-Bour)
370407121,NYM,DP, 1 (Montero-R. Rivera-Flores)
370407130,TOR,DP, 1 (Smoak-Tulowitzki)
370407130,TB,E," Souza Jr. (1, fly ball)"
370407130,TB,PB, Norris
370407113,OAK,E," Alcantara (1, throw)"
370407113,TEX,E," Odor (1, ground ball)"
370407113,TEX,DP," 2 (Odor-Napoli, Andrus-Odor-Napoli)"
370407104,CHW,E," Holland (1, throw); A. García (2, fly ball); Abreu (2, ground ball)"
370407104,CHW,DP," 2 (Anderson-Saladino-Abreu, Frazier-Saladino-Abreu)"
370407108,MIL,E," Shaw (1, ground ball)"
370407108,MIL,DP," 3 (Aguilar-Arcia-Aguilar 2, Villar-Arcia-Aguilar)"
370407118,KC,DP," 3 (Escobar-Mondesi-Hosmer, Mondesi-Escobar-Hosmer, Soria-Mondesi-Hosmer)"
370407118,HOU,E," Gattis (1, catchers interference)"
370407118,HOU,DP," 2 (Gurriel-Correa-Gurriel, Correa-Gurriel)"
370407118,HOU,PB, Gattis
370407129,CLE,DP, 1 (Lindor-Ramírez-Encarnación)
370407129,ARI,E," Goldschmidt (1, throw)"
370407103,SEA,E," Seager (3, ground ball)"
370407103,SEA,DP," 2 (Dyson-Valencia, Valencia-Segura-Fien)"
370407103,SEA,Assists, Dyson (Trout at 1st base)
370407103,LAA,E," Escobar (1, throw)"
370408106,BOS,DP, 1 (Hernández-Pedroia-Moreland)
370408106,BOS,Assists, Benintendi (Kinsler at 2nd base)
370408106,DET,DP," 2 (Kinsler-Iglesias-Cabrera, Iglesias-Kinsler-Cabrera)"
370408104,MIN,E," Castro (1, catch); Sanó 2 (2, throw, ground ball)"
370408104,MIN,DP," 3 (Dozier-Polanco-Mauer 2, Castro-Polanco)"
370408104,CHW,DP, 1 (Frazier-Saladino-Abreu)
370408124,STL,DP, 1 (Gyorko-Wong-Carpenter)
370408101,NYY,DP, 1 (Castro-Torreyes-Carter)
370408101,BAL,E," Castillo (1, throw)"
370408101,BAL,DP, 1 (Castillo-Hardy)
370408101,BAL,Assists, Smith (Torreyes at 2nd base)
370408130,TOR,E," Sanchez (1, throw)"
370408130,TB,DP," 2 (Longoria-Miller-Morrison, Miller-Beckham-Morrison)"
370408122,WSH,E," Murphy (1, ground ball); Difo (1, throw)"
370408122,WSH,DP, 1 (Difo-Lind)
370408122,PHI,DP," 2 (Franco-Rupp, Galvis-Hernández-Joseph)"
370408122,PHI,Assists, Herrera (Werth at 2nd base)
370408123,ATL,E," A. García (2, throw); Phillips (2, ground ball)"
370408123,ATL,DP," 2 (A. García-Phillips-Freeman, Phillips-Swanson-Freeman)"
370408123,ATL,Assists, Inciarte (Polanco at 2nd base)
370408123,ATL,PB, Suzuki 3
370408123,PIT,E," Marte (1, fly ball)"
370408123,PIT,DP," 4 (Frazier-Mercer, Frazier-Mercer-Jaso 2, Mercer-Jaso)"
370408108,MIL,DP, 1 (Arcia-Villar-Aguilar)
370408108,MIL,PB, Bandy
370408118,KC,DP," 3 (Colón-Hosmer, Colón-Escobar-Hosmer, Cuthbert-Colón-Hosmer)"
370408118,HOU,E," Keuchel (1, throw)"
370408118,HOU,DP, 1 (Keuchel-Altuve-Gurriel)
370408121,NYM,E," Flores (1, ground ball)"
370408113,OAK,E," Graveman (1, throw)"
370408113,OAK,DP, 1 (Graveman-Semien-Alonso)
370408113,TEX,E," Napoli (1, throw); Mazara (1, fly ball)"
370408127,COL,DP, 1 (Reynolds-Story-Reynolds)
370408129,CLE,DP, 1 (Lindor-Encarnación)
370408129,ARI,DP, 1 (Drury-Owings-Goldschmidt)
370408125,SF,E," Núñez (2, throw)"
370408103,SEA,E," Dyson (1, bobble)"
370408103,SEA,DP, 1 (Segura-Canó-Valencia)
370408103,LAA,DP, 1 (Escobar-Marte-Simmons-Escobar-Marte-Simmons)
370409106,BOS,E," Hernández (1, throw)"
370409106,DET,E," Upton (1, throw)"
370409106,DET,DP," 2 (Iglesias-Kinsler-Cabrera, Castellanos-Kinsler-Cabrera)"
370409106,DET,Assists, Upton (Benintendi at 2nd base)
370409130,TOR,E," Tulowitzki (1, ground ball)"
370409130,TOR,DP," 2 (Smoak-Tulowitzki, Tulowitzki-Travis-Smoak)"
370409130,TB,DP, 1 (Robertson-Miller-Morrison)
370409101,NYY,DP, 1 (Torreyes-Castro-Carter)
370409101,NYY,PB, Romine
370409101,BAL,E," Miley (1, throw); Schoop (1, throw)"
370409123,ATL,E," Freeman (1, catch); Peterson (1, bobble)"
370409123,ATL,DP," 2 (Phillips-Swanson-Freeman, Swanson-Phillips-Freeman)"
370409123,ATL,PB, Flowers
370409123,PIT,DP, 1 (Stewart-Gosselin)
370409104,CHW,DP, 1 (Anderson-Abreu)
370409104,CHW,PB, Narváez
370409108,MIL,E," Pérez (1, catch); Villar (2, throw)"
370409108,MIL,DP," 2 (Pérez-Thames, Villar-Pérez-Aguilar)"
370409118,KC,DP," 3 (Pérez-Escobar, Mondesi-Hosmer, Soria-Escobar-Hosmer)"
370409118,KC,Assists, Gordon (Gattis at 2nd base); Orlando (Correa at 3rd base)
370409118,HOU,Assists, Aoki (Gordon at 2nd base)
370409124,CIN,DP," 2 (Peraza-Cozart-Votto, Suárez-Peraza-Votto)"
370409124,STL,E," Peralta 2 (2, throw, ground ball); Grichuk (2, bobble)"
370409124,STL,DP," 2 (Gyorko-Díaz-Carpenter, Molina-Gyorko)"
370409113,OAK,E," Manaea (1, throw); Healy (1, ground ball); Semien (1, throw)"
370409113,TEX,DP, 1 (Andrus-Odor-Rua)
370409127,LAD,E," Forsythe (1, throw)"
370409127,COL,E," Amarista (1, ground ball); Wolters (1, throw); Story (1, throw)"
370409127,COL,DP," 2 (Blackmon-Reynolds, Rusin-LeMahieu-Reynolds)"
370409127,COL,Assists, Parra (Puig at 2nd base); Blackmon (Toles at 1st base)
370409127,COL,PB, Wolters
370409103,SEA,DP," 2 (Segura-Canó-Valencia, Canó-Segura-Valencia)"
370409103,SEA,Assists, Motter (Marte at 2nd base)
370409103,LAA,E," Pérez (1, catchers interference); Escobar (2, ground ball)"
400905681,SEA,DP," 2 (Segura-Canó-Valencia , Canó-Segura-Valencia)"
400905681,SEA,Assists, Motter (Marte at 2nd base)
400905681,LAA,E," Escobar (2, fielding); Pérez (1, catcher's interference)"
370409129,CLE,E," Gomes (1, throw)"
370409129,ARI,E," Owings 2 (3, catch, throw); Lamb (1, throw)"
370409129,ARI,DP, 1 (Drury-Owings-Goldschmidt)
370409125,SF,DP, 1 (Hill-Crawford-Belt)
370409125,SD,E," Renfroe (1, throw)"
370409125,SD,PB, Hedges
370409121,MIA,E," Realmuto (1, catch)"
370409121,NYM,E," Céspedes (1, line drive)"
370410110,TB,E," Miller (1, ground ball); Pruitt (1, ground ball)"
370410110,TB,DP, 1 (Beckham-Miller-Morrison)
370410106,BOS,E," Holt (1, catch)"
370410106,DET,E," Castellanos (1, ground ball)"
370410106,DET,DP, 1 (Kinsler-Iglesias-Cabrera)
370410107,OAK,E," Plouffe (1, catch)"
370410107,OAK,DP, 1 (Plouffe-Lowrie-Alonso)
370410107,KC,DP, 1 (Escobar-Mondesi-Hosmer)
370410126,ARI,E," Walker (1, throw); Mathis (1, throw)"
370410112,HOU,E," Reddick (1, throw)"
370410112,HOU,DP, 1 (Gurriel)
370410112,SEA,DP, 1 (Zunino-Canó-Valencia)
370410120,STL,E," Wong (1, throw)"
370410120,STL,DP, 1 (Díaz-Wong-Carpenter)
370410120,WSH,E," Zimmerman (1, ground ball); Rendon (1, throw); Murphy (2, ground ball); Drew (1, ground ball)"
370410120,WSH,DP," 2 (Drew-Murphy-Zimmerman, Harper-Zimmerman)"
370410120,WSH,Assists, Harper (Carpenter at 1st base)
370410122,NYM,DP," 2 (deGrom-d'Arnaud-Duda, Cabrera-Walker-Duda)"
370410122,PHI,E," Hernández (1, throw); Rupp (1, bobble)"
370410122,PHI,DP, 1 (Galvis-Hernández-Stassi)
370410122,PHI,PB, Rupp
370410123,PIT,E," Cervelli (1, throw); Frazier (1, ground ball)"
370410116,LAD,E," Puig (1, dropped foul ball); Wood (1, throw)"
370410116,CHC,E," Contreras (1, catchers interference); Russell (1, throw); Bryant (1, ground ball)"
370410116,CHC,DP," 2 (Contreras-Báez, Báez-Russell-Rizzo)"
370410127,SD,DP," 3 (Aybar-Solarte-Myers 2, Cosart-Aybar-Myers)"
370410127,COL,DP," 3 (LeMahieu-Story-Reynolds 2, Wolters-Story)"
370411106,MIN,E," Polanco (1, ground ball)"
370411106,MIN,DP, 1 (Dozier-Polanco-Gimenez)
370411106,DET,DP, 1 (Machado-Kinsler-Cabrera)
370411105,CHW,E," Anderson (1, throw)"
370411105,CHW,DP, 2 (Frazier-Saladino-Abreu 2)
370411120,STL,E," Díaz 2 (2, throw, ground ball)"
370411120,WSH,E," Zimmerman (2, bobble)"
370411120,WSH,DP, 1 (Difo-Murphy-Zimmerman)
370411123,CIN,E," Peraza (1, throw)"
370411114,MIL,E," Villar (3, ground ball)"
370411114,TOR,E," Travis (1, throw)"
370411102,BAL,E," Hardy (1, ground ball); Gentry (1, throw)"
370411102,BAL,DP," 3 (Schoop-Hardy-Davis, Castillo-Schoop, Machado-Hardy-Davis)"
370411128,ATL,DP," 2 (Swanson-Phillips-Freeman, Freeman-Swanson)"
370411128,MIA,E," Bour (1, catch); Straily (1, catch)"
370411128,MIA,DP, 1 (Riddle-Gordon-Bour)
370411127,SD,E," Díaz (1, throw); Margot (1, throw)"
370411103,TEX,E," Andrus (2, line drive); Gómez (1, fly ball)"
370411103,TEX,DP, 2 (Andrus-Odor-Napoli 2)
370411103,LAA,E," Simmons (1, ground ball)"
370411103,LAA,DP, 1 (Simmons-Espinosa-Marte)
370411112,HOU,E," Musgrove (1, throw)"
370411112,HOU,DP, 1 (Correa-Gurriel)
370411112,HOU,Assists, Springer (Seager at 2nd base)
370411112,SEA,DP, 1 (Motter-Canó-Valencia)
370411126,ARI,DP, 1 (Owings-Drury-Goldschmidt)
370412110,TB,E," Beckham (1, ground ball); Cedeño (1, throw)"
370412110,NYY,E," Castro (1, ground ball)"
370412110,NYY,Assists, Hicks (Norris at 2nd base); Judge (Weeks Jr. at 2nd base)
370412110,NYY,PB, Higashioka
370412106,DET,DP," 2 (Kinsler-Iglesias-Cabrera, Castellanos-Kinsler-Cabrera)"
370412127,SD,DP, 1 (Schimpf-Solarte-Myers)
370412127,COL,E," Story (2, throw)"
370412127,COL,DP," 3 (Story-LeMahieu-Parra 2, Story-Parra)"
370412120,WSH,E," Difo (2, ground ball); Rendon (2, throw)"
370412120,WSH,Assists, Eaton (Fowler at 1st base)
370412105,CHW,E," Narváez (1, catchers interference)"
370412105,CLE,E," Salazar (1, catch)"
370412105,CLE,DP, 1 (Pérez-Ramírez)
400905710,CHW,E," Narváez (1, catcher's interference)"
400905710,CLE,E," Salazar (1, catch)"
400905710,CLE,DP, 1 (Pérez-J. Ramírez)
370412122,NYM,DP, 1 (Reyes-Walker-Duda)
370412122,PHI,DP, 1 (Stassi-Galvis-Stassi)
370412123,CIN,DP, 1 (Suárez-Peraza-Votto)
370412123,PIT,E," Freese (1, catch)"
370412123,PIT,DP," 2 (Cervelli-Mercer-Harrison, Mercer-Harrison-Bell)"
370412114,MIL,DP," 3 (Arcia-Thames, Arcia-Villar-Thames, Feliz-Arcia-Thames)"
370412114,TOR,PB, Martin
370412102,BAL,E," Jiménez (1, ground ball)"
370412102,BAL,DP, 1 (Hardy-Schoop-Davis)
370412102,BAL,PB, Castillo
370412102,BOS,E," Pedroia (1, catch); Betts (1, throw)"
370412102,BOS,DP," 3 (Sandoval-Bogaerts-Moreland, Bogaerts-Pedroia-Moreland, Pedroia-Bogaerts-Moreland)"
370412128,ATL,E," Swanson (2, ground ball)"
370412128,ATL,DP, 1 (A. García-Phillips-Freeman)
370412128,MIA,DP," 2 (Riddle-Gordon-Moore, Realmuto-Riddle)"
370412116,LAD,E," González (1, catch)"
370412116,LAD,DP," 3 (Utley-Seager-González, Seager-Utley-González, McCarthy-Seager-González)"
370412116,CHC,E," Contreras (2, throw)"
370412116,CHC,DP, 1 (Russell-Zobrist-Rizzo)
370412107,OAK,E," Triggs (1, catch)"
370412107,OAK,DP, 1 (Lowrie-Semien-Alonso)
370412107,KC,DP," 2 (Mondesi-Escobar-Hosmer, Hosmer-Butera-Hosmer)"
370412103,TEX,E," Odor (2, ground ball)"
370412103,LAA,DP, 1 (Cron-Simmons-Cron)
370412112,HOU,E," Correa (1, ground ball)"
370412112,SEA,DP," 2 (Freeman-Seager-Gallardo, Seager-Canó-Freeman)"
370412126,ARI,E," Owings 2 (5, throw 2)"
370412126,ARI,PB, Mathis
370412126,SF,E," Span (1, bobble)"
370413106,MIN,DP, 1 (Gimenez-Dozier)
370413102,PIT,E," Gosselin (1, catch)"
370413102,PIT,Assists, Marte (Betts at Home)
370413102,BOS,E," Vázquez (1, throw)"
370413116,LAD,DP, 1 (Forsythe-Seager-González)
370413116,LAD,Assists, Hernández (Schwarber at Home)
370413116,CHC,DP, 1 (Báez-Rizzo)
370413103,TEX,DP, 1 (Odor-Andrus-Napoli)
370413103,LAA,E," Simmons (2, catch); Pérez (2, catcher's interference); Maybin (1, line drive)"
370413103,LAA,DP, 1 (Espinosa-Pennington-Cron)
370413105,CHW,DP, 1 (Sánchez-Anderson-Abreu)
370413105,CHW,PB, Narváez
370413105,CLE,Assists, Brantley (L. García at 3rd base)
370413105,CLE,PB, Gomes
370413110,TB,DP, 1 (Miller-Robertson-Morrison)
370413110,NYY,Assists, Ellsbury (Smith at 3rd base)
370413114,BAL,DP, 1 (Hardy-Schoop-Davis)
370413114,TOR,Assists, Pillar (Mancini at Home)
370413117,CIN,DP, 1 (Peraza-Alcántara-Votto)
370413128,NYM,E," Walker (1, ground ball)"
370413128,NYM,Assists, Bruce (Bour at Home)
370413128,MIA,DP, 1 (Riddle-Gordon-Bour)
370413128,MIA,Assists, Ozuna (Céspedes at Home)
370413107,OAK,E," Hahn (1, catch); Canha (2, line drive)"
370413107,OAK,DP, 1 (Plouffe-Rosales-Healy)
370413107,KC,E," Escobar (1, ground ball)"
370413107,KC,DP," 2 (Escobar-Mondesi-Hosmer, Vargas-Mondesi-Hosmer)"
370413126,COL,DP," 2 (Arenado-LeMahieu-Reynolds, LeMahieu-Story-Reynolds)"
370414116,PIT,E," Freese (2, ground ball)"
370414116,CHC,E," Rizzo (1, catch)"
370414116,CHC,DP," 2 (Rizzo-Russell-Rizzo, Bryant-Báez-Rizzo)"
370414116,CHC,Assists, Heyward (Cervelli at 3rd base)
370414120,PHI,DP, 1 (Hernández-Galvis-Joseph)
370414120,PHI,PB, Rupp
370414120,WSH,DP," 2 (Difo-Murphy-Zimmerman, Murphy-Zimmerman)"
370414110,STL,E," Wong (2, throw)"
370414110,STL,DP, 1 (Peralta-Wong-Carpenter)
370414114,BAL,E," Machado (1, ground ball)"
370414114,BAL,DP, 1 (Hardy-Schoop-Davis)
370414114,TOR,E," Barney (1, throw)"
370414114,TOR,DP," 2 (Tulowitzki-Travis-Smoak, Goins-Travis-Smoak)"
370414102,TB,E," Miller (2, throw)"
370414105,DET,E," Iglesias (1, throw)"
370414105,DET,PB, Avila
370414105,CLE,E," Jackson (1, fly ball)"
370414105,CLE,DP," 2 (Díaz-Lindor-Santana, Shaw-Lindor-Santana)"
370414117,MIL,E," Pérez (2, throw)"
370414117,CIN,DP, 1 (Cozart-Peraza-Votto)
370414128,NYM,E," Cabrera (1, throw)"
370414128,NYM,DP," 2 (Conforto-Rivera, Cabrera-Duda)"
370414128,NYM,Assists, Conforto (Rojas at Home)
370414128,MIA,DP, 1 (Gordon-Riddle-Bour)
370414115,SD,E," Myers (2, ground ball); Solarte (1, throw)"
370414115,SD,DP," 2 (Aybar-Solarte-Myers, Schimpf-Solarte-Myers)"
370414115,ATL,DP," 2 (Swanson-Phillips-Freeman, Freeman-Swanson-Teherán)"
370414109,CHW,DP, 1 (Anderson-Abreu)
370414109,CHW,Assists, L. García (Dozier at 3rd base)
370414109,CHW,PB, Smith
370414109,MIN,DP, 1 (Kintzler-Dozier-Mauer)
370414109,MIN,Assists, Buxton (W. García at 3rd base)
370414107,LAA,DP, 1 (Escobar-Espinosa-Marte)
370414107,KC,Assists, Cain (Calhoun at 3rd base)
370414111,HOU,E," Bregman (2, ground ball)"
370414111,HOU,DP, 1 (Correa-Altuve-González)
370414111,OAK,E," Plouffe 2 (3, throw 2)"
370414111,OAK,DP, 1 (Plouffe-Healy)
370414112,TEX,DP," 3 (Gallo-Odor-Napoli 2, Andrus-Odor-Napoli)"
370414112,SEA,DP, 1 (Seager-Canó-Valencia)
370414119,ARI,DP, 1 (Ahmed-Drury-Goldschmidt)
370414119,LAD,DP, 1 (Forsythe-Seager-González)
370414126,COL,E," Blackmon (1, bobble)"
370414126,SF,E," Panik (1, ground ball)"
370414126,SF,DP," 2 (Belt-Crawford-Cueto, Crawford-Panik-Belt)"
370415110,STL,E," J. Martínez (1, ground ball); C. Martínez (1, throw)"
370415110,STL,PB, Molina
370415120,WSH,DP, 1 (Rendon-Murphy-Zimmerman)
370415114,BAL,DP, 1 (Machado-Schoop-Davis)
370415114,TOR,DP, 1 (Goins-Tulowitzki-Smoak)
370415109,CHW,DP, 1 (Davidson-Sánchez-Asche)
370415116,PIT,E," Frazier (2, ground ball)"
370415116,PIT,PB, Cervelli
370415116,CHC,DP, 1 (Arrieta-Russell-Rizzo)
370415102,BOS,DP," 2 (Sale-Moreland, Sandoval-Pedroia-Moreland)"
370415111,OAK,E," Rosales (1, line drive); Decker (1, catch)"
370415111,OAK,DP, 1 (Lowrie-Rosales-Alonso)
370415111,OAK,Assists, Decker (McCann at 3rd base)
370415105,DET,Assists, Collins (Almonte at 3rd base)
370415115,SD,E," Schimpf (1, catch); Renfroe (2, throw)"
370415115,SD,DP, 1 (Aybar-Solarte-Myers)
370415115,ATL,DP, 1 (Swanson-Phillips-Freeman)
370415107,LAA,DP, 1 (Espinosa-Simmons-Pujols)
370415112,TEX,E," Andrus (3, throwing)"
370415112,TEX,DP, 3 (Andrus-Odor-Rua 3)
370415112,SEA,DP, 1 (Motter-Valencia)
370415119,ARI,E," Ahmed (1, throw); Herrmann (1, throw)"
370415119,LAD,E," Turner (1, ground ball); Seager (2, throw); Hernández (2, throw)"
370416114,BAL,DP," 2 (Schoop-Hardy-Mancini, Mancini)"
370416114,TOR,E," Happ (1, throw); Coghlan (1, throw); Tulowitzki (2, ground ball)"
370416114,TOR,Assists, Carrera (Jones at 2nd base)
370416105,DET,DP," 3 (Kinsler-Iglesias-Cabrera, Castellanos-Kinsler-Cabrera 2)"
370416105,CLE,DP," 2 (Lindor-Ramírez-Santana, Lindor-Santana)"
370416117,MIL,DP, 1 (Shaw-Franklin-Thames)
370416117,CIN,E," Alcántara 2 (2, ground ball, dropped foul ball)"
370416128,NYM,E," Harvey (1, throw)"
370416128,NYM,Assists," Céspedes (Bour at Home, Ozuna at Home)"
370416128,MIA,E," Stanton (1, bobble)"
370416102,TB,DP," 3 (Beckham-Miller-Weeks Jr., Miller-Beckham-Weeks Jr., Dickerson-Robertson)"
370416102,TB,Assists, Dickerson (Vázquez at 3rd base)
370416102,BOS,DP, 1 (Bogaerts-Pedroia-Moreland)
370416102,BOS,PB, Vázquez
370416115,SD,DP," 2 (Cahill-Aybar-Myers, Solarte-Aybar-Myers)"
370416115,ATL,DP, 1 (Swanson-Phillips-Freeman)
370416115,ATL,PB, Recker
370416120,PHI,E," Franco (1, throw)"
370416120,WSH,E," Werth (1, bobble)"
370416107,KC,DP, 1 (Escobar-Hosmer)
370416116,PIT,E," Mercer (2, ground ball)"
370416116,PIT,DP," 2 (Harrison-Gosselin-Freese, Mercer-Gosselin-Freese)"
370416116,CHC,E," Russell (2, throw); Heyward (1, throw)"
370416116,CHC,DP," 3 (Contreras-Báez, Rizzo-Russell-Báez, Báez-Russell-Rizzo)"
370416126,COL,DP, 1 (LeMahieu-Story-Reynolds)
370416109,CHW,DP, 1 (Davidson-Saladino-Abreu)
370416112,TEX,E," Hamels (2, throw)"
370416112,TEX,DP," 2 (Andrus-Napoli, Gallo-Odor-Napoli)"
370416119,ARI,DP, 1 (Drury-Goldschmidt)
370416119,LAD,DP," 2 (Seager-González, Seager-Utley-González)"
370416110,STL,DP," 4 (Garcia-Díaz-Carpenter, Molina-Díaz, Díaz-Garcia-Carpenter, Carpenter)"
370416110,STL,PB, Molina
370416110,NYY,E," Torreyes (1, throw)"
370416110,NYY,DP, 1 (Pineda-Castro-Bird)
370417102,TB,E," Miller (3, catch)"
370417102,TB,DP, 1 (Miller-Morrison)
370417102,BOS,E," Hernández (2, dropped foul ball)"
370417102,BOS,DP, 1 (Bogaerts-Pedroia-Moreland)
370417124,PIT,E," Cervelli (2, throw)"
370417124,PIT,Assists, Marte (Piscotty at 2nd base)
370417110,CHW,E," Anderson (2, throw); Abreu (3, ground ball); Cabrera (1, bobble)"
370417110,CHW,DP, 1 (Saladino-Anderson-Abreu)
370417110,NYY,DP," 4 (Kozma-Castro-Carter, Castro-Kozma-Carter, Kozma-Carter, Kozma-Castro-Bird)"
370417110,NYY,PB, Romine
370417115,SD,E," Sardiñas (1, throw)"
370417115,SD,DP, 1 (Sardiñas-Solarte-Myers)
370417115,ATL,E," Vizcaíno (1, throw)"
370417115,ATL,DP, 1 (Phillips-Swanson-Freeman)
370417116,MIL,DP, 1 (Shaw-Thames)
370417116,MIL,PB, Bandy
370417116,CHC,E," Contreras (3, throw)"
370417116,CHC,DP, 1 (Russell-Zobrist)
370417109,MIN,E," Escobar (1, ground ball)"
370417109,MIN,DP, 1 (Dozier-Polanco-Mauer)
370417118,LAA,E," Escobar (3, throw)"
370417118,LAA,DP, 1 (Cron-Simmons-Cron)
370417118,LAA,Assists, Trout (Altuve at 3rd base)
370417118,HOU,E," Morton (1, throw); Gattis (2, catchers interference); González (2, ground ball)"
370417118,HOU,DP, 1 (Altuve-Gurriel)
