Game,Team,Stat,Data
380707120,WSH,DP, 2 (Turner-Difo-Reynolds 2)
380707129,SD,E," Renfroe (4, bobble); Pirela (8, ground ball)"
380707129,SD,DP, 1 (Erlin-Ellis-Villanueva)
380707129,ARI,DP," 2 (Lamb-Descalso-Goldschmidt, Ahmed-Descalso-Avila)"
380708114,NYY,E," Bird (1, ground ball)"
380708114,TOR,DP," 3 (Gurriel-Travis-Smoak 2, Solarte-Travis-Smoak)"
380708105,OAK,E," Lowrie (2, ground ball)"
380708106,TEX,DP, 2 (Profar-Odor-Guzmán 2)
380708106,DET,E," Hicks (8, ground ball)"
380708106,DET,DP," 3 (Candelario-Goodrum-Hicks, Goodrum-Iglesias-Hicks 2)"
380708121,TB,DP," 2 (Robertson-Duffy-Cron, Hechavarria-Robertson-Cron)"
380708121,NYM,DP, 1 (Reyes-Cabrera-Flores)
380708121,NYM,PB, Mesoraco
380708120,MIA,PB, Realmuto
380708120,WSH,E," Reynolds (2, throw)"
380708120,WSH,DP, 1 (Turner-Murphy-Adams)
380708123,PHI,E," Anderson (1, ground ball)"
380708123,PHI,DP, 1 (Valentín-Kingery-Santana)
380708123,PIT,PB, Cervelli
380708108,ATL,PB, Suzuki
380708108,MIL,E," Cain (2, bobble); Saladino (1, pop up); Shaw (8, throw)"
380708108,MIL,DP," 3 (Aguilar-Saladino-Aguilar 2, Cain-Saladino)"
380708108,MIL,Assists, Cain (Inciarte at 2nd base)
380708109,BAL,E," Machado (8, throw)"
380708109,MIN,DP, 1 (Polanco-Dozier-Morrison)
380708118,CHW,DP, 1 (Moncada-Abreu)
380708118,HOU,E," Tucker (1, bobble)"
380708118,HOU,DP, 1 (Keuchel-Altuve-Gurriel)
380708107,KC,E," Mondesi (2, ground ball)"
380708107,KC,DP," 5 (Merrifield-Mondesi-Moustakas 2, Mondesi-Merrifield-Moustakas 2, Moustakas-Mondesi-Moustakas)"
380708116,CIN,E," Gennett (8, throw); Votto (4, ground ball)"
380708116,CIN,DP, 1 (Peraza-Gennett-Votto)
380708116,CIN,Assists, Winker (Contreras at 2nd base)
380708116,CHC,E," Almora Jr. (2, catch); Contreras (8, throw)"
380708116,CHC,DP," 2 (Rizzo-Russell-Rizzo, Russell-Báez-Rizzo)"
380708116,CHC,Assists, Almora Jr. (Peraza at 2nd base)
380708126,STL,E," DeJong (4, ground ball)"
380708126,SF,DP, 1 (Crawford-Hanson-Belt)
380708112,COL,E," Parra (3, throw)"
380708112,COL,DP, 1 (Arenado-LeMahieu-Desmond)
380708129,SD,DP," 3 (Asuaje-Galvis-Hosmer, Spangenberg-Asuaje-Hosmer, Galvis-Hosmer)"
380708129,ARI,DP," 3 (Ahmed-Marte, Marte-Goldschmidt, Goldschmidt-Ahmed-Goldschmidt)"
380708103,LAD,DP, 2 (Taylor-Forsythe-Muncy 2)
380708103,LAA,DP, 2 (Kinsler-Simmons-Valbuena 2)
380709201,NYY,DP," 2 (Sabathia-Wade-Walker, Wade-Gregorius-Walker)"
380709201,BAL,DP, 1 (Mancini-Joseph-Beckham)
380709221,PHI,E," Herrera (2, bobble)"
380709221,NYM,DP," 2 (Cabrera-Rosario-Smith, Kelly-Cabrera-Smith)"
380709123,PIT,DP, 1 (Moroff-Harrison-Freese)
380709123,PIT,Assists, Marte (Murphy at 3rd base)
380709123,PIT,PB, Cervelli
380709102,BOS,E," Devers (19, ground ball)"
380709105,CIN,DP, 1 (Gennett-Peraza-Votto)
380709105,CLE,E," Gomes (7, throw); Kipnis (7, ground ball)"
380709105,CLE,DP," 2 (Rzepczynski-Lindor-Alonso, J. Ramírez-Kipnis-Alonso)"
380709128,MIL,E," Aguilar (3, throw)"
380709128,MIL,DP," 2 (Pérez-Miller-Aguilar, Shaw)"
380709128,MIL,Assists, Cain (Prado at 2nd base)
380709128,MIA,DP," 2 (Ureña-Bour, Riddle-Castro-Rojas)"
380709130,DET,Assists, Reyes (Gómez at Home)
380709130,TB,E," Adames (4, throw); Bauers (3, throw)"
380709130,TB,DP, 1 (Hechavarria-Adames-Bauers)
380709301,NYY,DP," 3 (Gregorius-Walker-Bird 2, Andújar-Walker-Bird)"
380709301,BAL,E," Schoop (6, throw)"
380709301,BAL,DP, 1 (Machado-Schoop-Davis)
380709301,BAL,Assists, Valencia (Frazier at Home)
380709109,KC,PB, Pérez
380709118,OAK,DP, 1 (Semien-Olson)
380709118,HOU,DP, 1 (Cole-González-White)
380709125,LAD,E," Turner (3, ground ball); Muncy (7, ground ball)"
380709125,SD,E," Hosmer (2, ground ball)"
380709125,SD,DP," 2 (Galvis-Pirela-Hosmer, Hosmer-Galvis-Hosmer)"
380709125,SD,Assists, Myers (Muncy at 3rd base); Renfroe (Turner at 2nd base)
380709126,CHC,E," Rizzo 2 (5, catch 2)"
380709126,CHC,DP, 1 (Rizzo-Russell)
380709126,SF,DP, 1 (Hanson-Crawford-Belt)
380710101,NYY,E," Andújar (6, throw)"
380710101,BAL,DP," 2 (Davis, Davis-Machado)"
380710123,WSH,E," Harper (2, throw)"
380710123,PIT,DP, 1 (Moroff-Bell)
380710123,PIT,Assists, Polanco (Adams at Home)
380710102,TEX,E," Kiner-Falefa (8, throw)"
380710102,TEX,DP," 2 (Andrus-Odor-Guzmán, Andrus-Guzmán)"
380710102,TEX,Assists, DeShields (Bradley Jr. at 3rd base)
380710102,BOS,DP, 1 (Beeks-Bogaerts-Moreland)
380710105,CIN,E," Suárez 2 (13, catch, ground ball)"
380710105,CLE,DP, 1 (Alonso-Lindor-Alonso)
380710105,CLE,Assists, Naquin (Gennett at 3rd base)
380710121,PHI,DP," 2 (Santana-Kingery, Hernández-Kingery-Santana)"
380710121,NYM,DP," 2 (Flores-Mesoraco, Rosario-Flores-Smith)"
380710128,MIL,E," Saladino (2, throw)"
380710128,MIL,DP, 1 (Kratz-Miller)
380710128,MIL,Assists, Thames (Dietrich at 2nd base)
380710128,MIA,E," López (1, catch)"
380710128,MIA,Assists, Dietrich (Shaw at 3rd base)
380710115,TOR,DP, 1 (Solarte-Smoak)
380710115,ATL,E," Camargo (4, ground ball); Swanson (6, ground ball); F. Freeman (5, catch)"
380710115,ATL,DP, 1 (Swanson-Albies-F. Freeman)
380710104,STL,DP, 1 (Wong-DeJong-Carpenter)
380710104,CHW,E," Anderson (13, ground ball)"
380710104,CHW,Assists, L. García (Muñoz at Home)
380710104,CHW,PB, Narváez
380710109,KC,E," Merrifield (3, ground ball)"
380710109,KC,DP," 2 (Moustakas-Dozier, Mondesi-Merrifield-Dozier)"
380710109,KC,Assists, Gordon (Morrison at 3rd base)
380710109,MIN,DP, 1 (Dozier-Polanco-Mauer)
380710118,OAK,E," Lucroy (8, throw)"
380710127,ARI,E," Goldschmidt (3, ground ball)"
380710127,COL,DP, 1 (González-Desmond-LeMahieu)
380710127,COL,Assists, González (Goldschmidt at 2nd base)
380710126,CHC,DP," 2 (Russell-Báez-Caratini, Quintana-Báez-Caratini)"
380710126,SF,E," Hundley (5, throw)"
380710103,SEA,E," Gordon 2 (7, throw, ground ball)"
380710103,SEA,DP, 1 (Gordon-Healy)
380710103,LAA,E," Kinsler (4, ground ball); Maldonado (4, throw)"
380710103,LAA,DP, 1 (Kinsler-Simmons)
380710125,LAD,DP, 1 (Forsythe)
380711130,TB,E," Gómez (5, throw)"
380711123,PIT,DP, 1 (Mercer-Harrison-Bell)
380711109,KC,E," Sparkman (1, throw)"
380711109,KC,DP, 1 (Duda-Escobar-Duda)
380711109,MIN,E," Polanco (1, catch)"
380711109,MIN,DP, 1 (Dozier-Morrison)
380711126,CHC,E," Zobrist (1, bobble); Strop (1, catch)"
380711126,CHC,DP, 1 (Russell-Báez-Rizzo)
380711102,TEX,E," Colon (3, throw); Odor (4, pop up)"
380711102,TEX,DP," 2 (Andrus-Odor-Rua, Odor-Andrus-Guzmán)"
380711102,TEX,Assists, Mazara (Núñez at 2nd base)
380711102,BOS,DP, 1 (Sale-Bogaerts-Moreland)
380711102,BOS,PB, León
380711101,NYY,PB, Romine
380711101,BAL,E," Hart (1, catch)"
380711105,CIN,E," Votto (5, ground ball)"
380711105,CIN,DP, 2 (Peraza-Gennett-Duvall 2)
380711105,CLE,DP, 1 (González-Kipnis-Alonso)
380711121,PHI,E," Hernández (7, ground ball)"
380711121,PHI,DP, 1 (Franco-Santana-Hernández-Kingery-Hernández)
380711128,MIL,E," Shaw (9, ground ball)"
380711128,MIA,E," Straily (1, throw)"
380711115,TOR,E," Díaz (5, catch); Maile (6, throw)"
380711115,ATL,DP, 1 (Camargo-Albies-F. Freeman)
380711104,STL,E," Molina (3, dropped foul ball)"
380711104,STL,DP, 1 (Ozuna-Wong)
380711104,STL,Assists, Ozuna (Moncada at 2nd base)
380711104,CHW,E," Moncada (14, ground ball)"
380711118,HOU,E," Bregman (12, throw); Altuve (5, catch)"
380711118,HOU,DP, 1 (Altuve-Bregman-White)
380711118,HOU,Assists, Tucker (Piscotty at Home)
380711127,COL,DP, 1 (Valaika-LeMahieu-Desmond)
380711103,LAA,DP," 2 (Barría-Simmons-Marte, Simmons-Kinsler-Marte)"
380711125,LAD,DP, 1 (Forsythe-Taylor-Muncy)
380711125,SD,E," Galvis (4, throw); Villanueva (11, ground ball)"
380711125,SD,DP," 2 (Villanueva-Hosmer, Hosmer-Villanueva-Stammen)"
380712118,OAK,Assists, Canha (Altuve at 2nd base)
380712118,HOU,E," Altuve (6, ground ball)"
380712118,HOU,DP, 1 (Harris-González-Gurriel)
380712127,ARI,DP, 1 (Ahmed-Marte-Goldschmidt)
380712127,COL,PB, Iannetta
380712101,PHI,E," Santana (6, catch); Kingery (9, throw)"
380712101,PHI,DP," 2 (Franco-Hernández-Santana, Kingery-Hernández-Santana)"
380712101,BAL,E," Beckham (6, throw); Mancini (2, pop up)"
380712101,BAL,DP," 3 (Fry-Schoop-Mancini, Machado-Schoop-Mancini 2)"
380712123,MIL,E," Saladino 2 (4, catch, ground ball)"
380712123,MIL,DP," 3 (Miller, Saladino-Villar-Aguilar 2)"
380712123,PIT,E," Mercer (6, catch)"
380712123,PIT,DP, 1 (Freese-Harrison-Bell)
380712102,TOR,E," Travis (4, catch)"
380712102,TOR,DP, 1 (Travis-Gurriel-Smoak)
380712105,NYY,E," Walker (2, ground ball)"
380712105,NYY,DP, 1 (Walker-Gregorius-Bird)
380712105,NYY,Assists, Gardner (Encarnación at 3rd base)
380712105,CLE,E," Gomes (8, throw)"
380712105,CLE,DP, 1 (Alonso)
380712121,WSH,DP, 1 (Turner-Reynolds)
380712121,WSH,Assists, Taylor (Bautista at 2nd base)
380712109,TB,E," Robertson (7, throw)"
380712109,TB,DP, 1 (Hechavarria-Wendle-Cron)
380712125,SD,DP, 1 (Hedges-Galvis)
380712125,SD,Assists, Myers (Hernández at Home)
380712103,SEA,DP, 1 (Beckham-Gordon-Healy)
380712103,LAA,E," Skaggs (2, throw)"
380712103,LAA,DP," 2 (Kinsler-Marte, Fletcher-Kinsler-Valbuena)"
380713101,TEX,DP, 1 (Odor-Andrus-Guzmán)
380713101,BAL,E," Beckham (7, ground ball)"
380713101,BAL,DP," 2 (Cobb-Schoop-Davis, Schoop-Machado-Davis)"
380713123,MIL,E," Cain (3, bobble); Nottingham (2, dropped foul ball)"
380713123,MIL,DP, 1 (Saladino-Villar-Aguilar)
380713123,MIL,Assists, Cain (Moran at Home)
380713123,PIT,DP, 1 (Mercer-Harrison-Bell)
380713102,TOR,E," Gurriel 2 (5, throw, ground ball); Pillar (5, throw); Borucki (1, throw)"
380713102,TOR,DP, 1 (Gurriel-Travis-Morales)
380713102,TOR,PB, Martin
380713102,BOS,PB, León
380713105,CLE,DP," 3 (Lindor-Kipnis-Alonso 2, Gomes-Lindor)"
380713105,CLE,PB, Gomes
380713121,NYM,DP," 2 (Cabrera, Rosario-Cabrera-Flores)"
380713128,PHI,DP," 2 (Kingery-Hernández-Santana, Franco-Hernández-Santana)"
380713128,PHI,Assists, Altherr (Maybin at Home)
380713128,MIA,Assists, Anderson (Knapp at 2nd base); Cooper (Hernández at 2nd base)
380713115,ATL,E," Inciarte (3, bobble)"
380713104,KC,E," Escobar (8, bobble)"
380713104,KC,DP, 1 (Mondesi-Dozier)
380713104,CHW,E," Moncada (15, ground ball); Sánchez (10, ground ball)"
380713109,TB,Assists, Wendle (Grossman at 3rd base)
380713109,MIN,E," Rosario (7, throw); Odorizzi (1, throw)"
380713109,MIN,DP, 1 (Polanco-Dozier-Mauer)
380713118,DET,E," Rodríguez (3, throw)"
380713118,HOU,E," Altuve (7, throw)"
380713118,HOU,DP," 2 (Altuve-González-Gurriel, González-Gurriel)"
380713124,STL,DP, 1 (Gyorko-Wong-Carpenter)
380713127,COL,E," Hoffman (1, throw)"
380713127,COL,DP, 1 (LeMahieu-Story-Desmond)
380713125,CHC,DP, 1 (Russell-Báez-Rizzo)
380713125,SD,E," Galvis (5, throw); Margot (2, catch); Hedges (3, throw)"
380713125,SD,DP," 2 (Villanueva-Asuaje-Hosmer, Asuaje-Galvis-Hosmer)"
380713119,LAA,E," Calhoun (3, throw)"
380713119,LAA,DP, 1 (Kinsler-Simmons-Fernández)
380713119,LAD,DP, 1 (Muncy-Forsythe-Bellinger)
380713126,OAK,E," Pinder (5, dropped foul ball)"
380713126,OAK,DP, 1 (Chapman-Olson)
380714223,MIL,DP, 1 (Kratz-Miller)
380714223,PIT,DP, 1 (Díaz-Harrison)
380714223,PIT,Assists, Dickerson (Saladino at 2nd base)
380714102,TOR,E," Solarte (6, throw); Gurriel (6, ground ball)"
380714102,TOR,DP," 3 (Díaz-Gurriel-Smoak, Pillar-Gurriel, Hernández-Smoak)"
380714102,TOR,Assists, Pillar (Lin at 2nd base); Hernández (Swihart at 1st base)
380714102,BOS,Assists, Martinez (Grichuk at 2nd base)
380714104,CHW,Assists, LaMarre (Pérez at 2nd base)
380714109,TB,E," Duffy (8, throw); Wendle (3, ground ball)"
380714109,MIN,DP, 1 (Wilson-Polanco)
380714109,MIN,Assists, Rosario (Wendle at 2nd base)
380714323,PIT,DP, 1 (Freese-Moroff-Bell)
380714323,PIT,Assists, Luplow (Villar at 3rd base)
380714118,DET,DP, 1 (Candelario-Goodrum-Adduci)
380714118,DET,Assists, Reyes (Springer at Home)
380714118,HOU,E," Bregman (13, throw)"
380714121,NYM,DP, 1 (Cabrera-Rosario-Flores)
380714124,CIN,DP," 2 (Gennett-Votto, Suárez-Votto)"
380714124,STL,E," DeJong (5, catch); Norris (2, throw)"
380714124,STL,DP, 1 (Wong-DeJong-Carpenter)
380714128,PHI,E," Franco (7, throw)"
380714128,MIA,DP, 1 (Rojas-Castro-Bour)
380714101,TEX,E," Profar (16, throw); Beltré (8, throw); DeShields (5, bobble)"
380714101,TEX,DP," 3 (Beltré-Profar-Guzmán, M. Pérez-Profar-Guzmán, Guzmán-Andrus)"
380714101,BAL,E," Schoop (7, throw)"
380714101,BAL,DP, 1 (Beckham-Schoop-Davis)
380714105,NYY,E," Andújar (7, dropped foul ball)"
380714105,CLE,E," González (6, throw); Guyer (3, bobble)"
380714105,CLE,DP, 1 (González-Lindor-Encarnación)
380714119,LAA,E," Heaney (1, throw)"
380714119,LAA,DP, 1 (Kinsler-Simmons-Marte)
380714119,LAA,PB, Maldonado
380714127,SEA,DP, 1 (Seager-Gordon-Healy)
380714127,COL,DP, 1 (Arenado-Valaika-Desmond)
380714125,CHC,DP," 2 (Báez-Russell-Rizzo, Báez-Rizzo)"
380714125,SD,PB, Ellis
380715101,TEX,E," Profar (17, throw)"
380715101,BAL,DP, 1 (Schoop-Davis)
380715101,BAL,Assists, Trumbo (Tocci at Home)
380715102,TOR,E," Travis (5, ground ball)"
380715102,TOR,DP," 2 (Travis-Díaz-Smoak, Solarte-Díaz-Smoak)"
380715102,TOR,Assists, Smith Jr. (León at 2nd base)
380715102,BOS,DP, 1 (Brasier-Bogaerts-Moreland)
380715105,NYY,E," Higashioka (1, throw)"
380715105,NYY,DP, 1 (Gregorius-Bird)
380715121,WSH,DP, 1 (Hellickson-Rendon-Adams)
380715121,NYM,DP, 1 (Oswalt-Rosario-Flores)
380715128,PHI,E," Santana (7, throw)"
380715128,PHI,PB, Knapp 2
380715115,ARI,E," Lamb (3, throw)"
380715115,ATL,DP, 1 (Suzuki-Camargo-Albies)
380715123,MIL,E," Chacín (2, throw)"
380715123,MIL,DP, 1 (Shaw-Miller-Aguilar)
380715123,PIT,E," Moran (8, ground ball)"
380715123,PIT,DP," 2 (Musgrove-Mercer-Bell, Moran-Bell)"
380715104,KC,E," Bonifacio (1, bobble)"
380715104,KC,DP, 1 (Bonifacio-Duda)
380715104,KC,Assists, Bonifacio (Moncada at 1st base)
380715104,CHW,DP, 1 (Moncada-Sánchez-Davidson)
380715104,CHW,Assists, Palka (Bonifacio at Home)
380715109,TB,E," Cron (2, throw)"
380715109,TB,Assists, Kiermaier (Cave at Home)
380715109,MIN,E," Cave (1, bobble)"
380715118,DET,DP, 1 (Adduci-Iglesias)
380715118,HOU,E," Verlander (1, throw)"
380715124,CIN,E," Hamilton (2, throw)"
380715124,STL,DP, 1 (Mikolas-DeJong-Carpenter)
380715127,SEA,E," Haniger (5, bobble)"
380715127,SEA,DP," 3 (Gordon-Healy 2, Gordon-Segura-Healy)"
380715119,LAA,E," Kinsler (5, catch)"
380715119,LAA,DP," 2 (Maldonado-Simmons, Simmons-Valbuena)"
380715126,OAK,DP," 2 (Chapman-Lowrie-Olson, Lowrie-Semien-Olson)"
380715126,SF,DP," 2 (Tomlinson-Crawford-Belt, Crawford-Tomlinson-Belt)"
380715125,CHC,DP, 1 (Báez-Russell-Rizzo)
380715125,SD,E," Hedges 2 (5, throw 2); Renfroe (5, throw)"
380717132,NL,E," Votto (1, dropped foul ball)"
380719116,STL,E," Gyorko (10, ground ball); DeJong 2 (7, throw 2)"
380719116,CHC,E," Russell (12, throw)"
380720116,STL,E," Gyorko (11, ground ball)"
380720116,STL,DP," 3 (Gyorko-Wong-Carpenter, Wong-Garcia-Molina, Garcia-Wong-Molina)"
380720116,CHC,DP, 1 (Bryant-Báez-Caratini)
380720110,NYM,E," Rosario (8, ground ball)"
380720110,NYY,Assists, Stanton (Nimmo at 3rd base)
380720122,SD,E," Hedges (6, throw)"
380720122,PHI,E," Arrieta (2, throw); Alfaro (8, throw)"
380720122,PHI,DP, 1 (Hernández-Santana)
380720114,BAL,E," Beckham 2 (9, throw, ground ball)"
380720114,BAL,DP, 1 (Joseph-Schoop)
380720114,TOR,E," Gaviglio (2, throw); Granderson (2, throw)"
380720106,DET,E," Boyd (1, throw)"
380720117,PIT,DP, 1 (S. Rodríguez-Moroff-Bell)
380720117,CIN,E," Mahle (1, throw); Casali (3, ground ball)"
380720117,CIN,DP," 2 (Duvall-Peraza, Blandino-Casali)"
380720130,MIA,E," Guerra (1, ground ball)"
380720130,MIA,DP, 1 (Riddle-Castro-Cooper)
380720130,TB,E," Hechavarria (2, catch); Robertson (8, catch)"
380720113,CLE,DP, 1 (Lindor-Encarnación)
380720113,CLE,Assists, Guyer (DeShields at 2nd base)
380720113,TEX,DP, 1 (Guzmán-Andrus-Guzmán)
380720113,TEX,Assists, Choo (Encarnación at 2nd base)
380720113,TEX,PB, Chirinos
380720108,LAD,Assists, Kemp (Miley at Home); Hernández (Broxton at 2nd base)
380720108,MIL,E," Saladino (5, ground ball)"
380720108,MIL,DP, 1 (Miley-Aguilar-Pérez)
380720108,MIL,Assists, Broxton (Grandal at Home)
380720108,MIL,PB, Piña
380720107,KC,E," Merrifield (4, throw)"
380720129,COL,E," Wolters (2, throw); Ottavino (1, throw)"
380720129,COL,DP, 1 (Márquez-Story-Valaika)
380720129,COL,PB, Wolters
380720129,ARI,E," Peralta (1, bobble)"
380720112,CHW,E," Engel (5, throw)"
380720112,CHW,DP, 1 (Anderson-Moncada-Abreu)
380720112,SEA,DP, 1 (Healy-Gordon)
380720103,HOU,E," González (7, throw)"
380720103,LAA,DP," 2 (Kinsler-Simmons, Simmons-Marte)"
380721110,NYM,E," Nimmo (1, throw)"
380721110,NYY,E," Robertson (1, throw)"
380721110,NYY,DP, 1 (Drury-Bird)
380721216,STL,DP," 2 (DeJong-Carpenter, Ozuna-Molina)"
380721216,STL,Assists, Ozuna (Báez at Home)
380721216,CHC,E," La Stella (2, ground ball)"
380721216,CHC,DP, 1 (Chatwood-Caratini-Rizzo)
380721216,CHC,PB, Caratini
380721114,BAL,E," Beckham (9, catch)"
380721114,BAL,DP, 2 (Núñez-Schoop-Davis 2)
380721114,BAL,Assists, Rickard (Díaz at 3rd base)
380721114,TOR,DP, 1 (Travis-Díaz-Smoak)
380721114,TOR,Assists, Hernández (Schoop at 2nd base)
380721114,TOR,PB, Maile
380721106,BOS,E," Devers (20, throw)"
380721106,DET,DP, 1 (Candelario-Goodrum-Rodríguez)
380721130,MIA,DP, 1 (Riddle-Bour)
380721108,LAD,E," Grandal (6, catcher's interference); Muncy 2 (9, throw, ground ball)"
380721108,LAD,DP, 1 (Machado-Hernández-Bellinger)
380721108,MIL,DP, 1 (Orf-Saladino-Aguilar)
380721117,PIT,E," Kingham (3, throw)"
380721117,PIT,DP, 1 (S. Rodríguez-Mercer-Bell)
380721117,CIN,Assists, Duvall (Marte at 2nd base)
380721103,HOU,DP," 2 (González-Altuve-Gurriel, Davis-Bregman-Gurriel)"
380721103,LAA,E," Simmons (6, ground ball); Valbuena 2 (6, catch, throw)"
380721103,LAA,DP, 2 (Simmons-Kinsler-Valbuena 2)
380721107,KC,DP," 2 (Junis-Merrifield-Duda, Merrifield-Escobar-Duda)"
380721316,STL,E," DeJong (8, ground ball)"
380721316,STL,DP, 1 (Norris-Wong-Carpenter)
380721316,CHC,DP, 1 (Rizzo-Báez-Montgomery)
380721113,CLE,DP," 2 (J. Ramírez-Kipnis-Alonso, Alonso-González-Carrasco)"
380721113,TEX,E," Gallo (2, bobble)"
380721113,TEX,Assists, Gallo (J. Ramírez at 3rd base)
380721129,ARI,E," Godley (1, throw)"
380721129,ARI,DP, 1 (Chafin-Owings)
380721111,SF,DP, 3 (Crawford-Hanson-Belt 3)
380721111,OAK,DP, 1 (Lowrie-Semien-Olson)
380721112,CHW,E," Sánchez (11, throw)"
380721112,SEA,E," Gamel (2, bobble)"
380721112,SEA,Assists, Gamel (L. García at 2nd base)
380722222,SD,E," Villanueva (12, throw)"
380722222,PHI,E," Hernández (8, pop up)"
380722222,PHI,Assists, Williams (Jankowski at 2nd base)
380722114,BAL,DP," 2 (Beckham-Schoop-Mancini, Schoop-Mancini)"
380722106,BOS,E," Lin (2, throw)"
380722117,PIT,DP, 1 (Moran-S. Rodríguez-Bell)
380722130,TB,E," Gómez (6, throw); Adames (5, ground ball)"
380722120,ATL,E," Inciarte (4, throw)"
380722120,WSH,DP, 1 (Turner-Murphy-Adams)
380722120,WSH,Assists, Harper (Acuña Jr. at 2nd base)
380722108,LAD,E," Forsythe (8, ground ball); Muncy (10, ground ball)"
380722108,LAD,DP, 1 (Wood-Barnes-Muncy)
380722108,MIL,E," Braun 2 (2, pop up, ground ball)"
380722108,MIL,DP," 2 (Saladino-Pérez-Braun, Kratz-Miller-Pérez)"
380722107,MIN,E," Escobar (4, ground ball)"
380722107,MIN,DP, 1 (Escobar-Dozier-Morrison)
380722116,STL,E," Gyorko (12, throw)"
380722116,STL,DP," 2 (Molina-DeJong, Muñoz-DeJong-J. Martínez)"
380722116,CHC,DP, 1 (Bryant-Báez-Rizzo)
380722113,CLE,DP, 1 (Kipnis-Lindor-Alonso)
380722113,TEX,E," Profar (18, ground ball)"
380722113,TEX,DP," 2 (Gallardo-Andrus-Guzmán, Gallo-Guzmán)"
380722113,TEX,Assists," Gallo (Kipnis at 3rd base, Cabrera at 1st base)"
380722103,HOU,DP," 2 (González-Bregman-Gurriel, Davis-Gurriel-Bregman-Davis-Gurriel-Bregman)"
380722103,HOU,Assists, González (Kinsler at 1st base)
380722103,LAA,E," Kinsler (6, ground ball)"
380722103,LAA,DP, 1 (Simmons-Kinsler-Valbuena)
380722111,SF,E," Belt (7, throw); Crawford (9, bobble)"
380722111,SF,DP, 1 (Belt-Crawford-Melancon)
380722111,OAK,DP, 1 (Semien-Barreto-Olson)
380722112,CHW,DP, 1 (Sánchez-Smith-Sánchez-López-Anderson-L. García-Anderson-L. García)
380722112,SEA,E," Segura (12, ground ball); Vincent (1, throw)"
380722112,SEA,DP," 2 (Seager-Gordon-Healy, Segura-Gordon-Healy)"
380722129,COL,E," Hampson (1, ground ball)"
380722129,COL,DP," 2 (Arenado-Desmond, Arenado-Story-Hampson)"
380722129,ARI,DP, 1 (Marte-Ahmed-Goldschmidt)
380722322,PHI,E," Valentín (1, throw)"
380722322,PHI,DP, 1 (Valentín-Kingery-Santana)
380723101,BOS,DP, 1 (Moreland-Bogaerts)
380723101,BOS,Assists, Benintendi (Peterson at Home)
380723101,BAL,DP," 2 (Beckham-Schoop-Davis, Jones-Schoop)"
380723101,BAL,Assists, Jones (Devers at 2nd base)
380723122,LAD,E," Stripling (1, throw)"
380723122,PHI,DP, 1 (Santana-Alfaro-Franco-Santana)
380723114,TOR,DP, 1 (Maile-Gurriel)
380723105,CLE,E," Alonso (6, pop up)"
380723105,CLE,DP," 2 (Alonso-Lindor, Lindor-Kipnis-Alonso)"
380723117,CIN,DP, 1 (Suárez-Dixon-Votto)
380723117,CIN,Assists, Hamilton (Pham at 3rd base); Duvall (Pham at 3rd base)
380723121,SD,E," Hosmer (3, ground ball)"
380723121,NYM,E," Bautista (4, line drive); Rosario (9, ground ball)"
380723121,NYM,DP, 1 (Rosario-Flores)
380723128,ATL,DP," 2 (Newcomb-Swanson-F. Freeman, Camargo-Culberson-F. Freeman)"
380723128,MIA,DP, 1 (Rojas-Castro-Bour)
380723128,MIA,Assists, Anderson (Inciarte at 3rd base)
380723130,NYY,PB, Sánchez
380723130,TB,E," Robertson (9, ground ball)"
380723130,TB,DP, 1 (Robertson-Bauers)
380723130,TB,PB, Sucre
380723116,ARI,DP, 1 (Marte-Descalso-Goldschmidt)
380723116,ARI,Assists, Jay (Almora Jr. at 2nd base)
380723116,CHC,DP, 1 (Báez-Russell-Rizzo)
380723116,CHC,PB, Contreras
380723113,OAK,DP," 2 (Semien-Olson, Olson)"
380723113,TEX,E," Odor (5, pop up)"
380723113,TEX,Assists, Rua (Semien at 2nd base)
380723107,DET,E," Adduci (2, ground ball)"
380723107,KC,E," Dozier (3, throw)"
380723107,KC,DP, 2 (Escobar-Merrifield-Pérez 2)
380723107,KC,PB, Butera
380723108,WSH,DP, 1 (Turner-Zimmerman)
380723108,MIL,E," Saladino 2 (7, throw, ground ball)"
380723108,MIL,DP, 1 (Woodruff-Pérez-Braun)
380723103,CHW,E," Giolito (1, throw)"
380723103,LAA,DP, 1 (Simmons-Pujols)
380723103,LAA,Assists, Upton (Sánchez at 2nd base)
380724128,ATL,E," Inciarte (5, bobble); Culberson (1, ground ball); Camargo (5, catch)"
380724128,ATL,DP," 2 (Swanson-Culberson-F. Freeman, Culberson-Swanson-F. Freeman)"
380724128,MIA,DP," 2 (Riddle-Bour, Prado-Rojas)"
380724117,STL,E," DeJong (9, throw)"
380724117,CIN,DP, 1 (Suárez-Gennett-Votto)
380724101,BAL,E," Beckham (10, throw)"
380724101,BAL,DP, 1 (Schoop-Beckham-Davis)
380724114,MIN,DP," 2 (Berríos-Dozier-Mauer, Dozier-Escobar-Mauer)"
380724114,TOR,E," Hernández (5, line drive)"
380724114,TOR,DP, 1 (Travis-Gurriel-Smoak)
380724105,CLE,DP, 2 (Lindor-Kipnis-Alonso 2)
380724121,NYM,DP, 1 (Bautista-Flores)
380724121,NYM,Assists, Bautista (Hosmer at 1st base); Conforto (Asuaje at 3rd base)
